# timestamp, wx, wy, wz, ax, ay, az
1.691117483944093440e+18,3.654080389768574709e-03,6.090133982947624515e-03,3.654080389768574882e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117483954093568e+18,-3.654080389768574709e-03,1.705237515225335038e-02,3.166869671132764574e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.350439168000001189e+00
1.691117483964093440e+18,-4.872107186358099612e-03,6.090133982947624515e-03,3.045066991473812518e-02,3.065717760000000180e-01,-3.065717760000000180e-01,9.657010944000001373e+00
1.691117483974093312e+18,7.308160779537149418e-03,1.096224116930572499e-02,2.923264311814859767e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117483984093440e+18,3.654080389768574709e-03,1.218026796589524903e-02,2.801461632155907364e-02,4.598576639999999993e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117483994093312e+18,3.654080389768574709e-03,7.308160779537149418e-03,4.384896467722289998e-02,3.065717760000000180e-01,-3.065717760000000180e-01,9.503725056000000393e+00
1.691117484004093440e+18,1.096224116930572499e-02,6.090133982947624515e-03,3.654080389768574882e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484014093312e+18,2.436053593179049806e-03,1.218026796589524903e-02,3.288672350791717325e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484024093440e+18,4.872107186358099612e-03,1.096224116930572499e-02,3.045066991473812518e-02,4.598576639999999993e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484034093312e+18,-4.872107186358099612e-03,9.744214372716199224e-03,2.923264311814859767e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484044093440e+18,8.526187576126675188e-03,7.308160779537149418e-03,2.192448233861144999e-02,3.065717760000000180e-01,-3.065717760000000180e-01,9.657010944000001373e+00
1.691117484054093312e+18,-7.308160779537149418e-03,8.526187576126675188e-03,2.801461632155907364e-02,3.065717760000000180e-01,-3.065717760000000180e-01,9.503725056000000393e+00
1.691117484064093440e+18,3.654080389768574709e-03,1.583434835566382287e-02,3.288672350791717325e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484074093568e+18,8.526187576126675188e-03,1.096224116930572499e-02,3.410475030450670075e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.350439168000001189e+00
1.691117484084093696e+18,1.339829476248477480e-02,1.096224116930572499e-02,3.045066991473812518e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484094093568e+18,1.218026796589524903e-03,1.096224116930572499e-02,3.045066991473812518e-02,1.532858880000000090e-01,-3.065717760000000180e-01,9.503725056000000393e+00
1.691117484104093440e+18,6.090133982947624515e-03,1.096224116930572499e-02,3.532277710109622132e-02,3.065717760000000180e-01,0.000000000000000000e+00,9.503725056000000393e+00
1.691117484114093568e+18,2.436053593179049806e-03,7.308160779537149418e-03,3.532277710109622132e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484124093440e+18,-2.436053593179049806e-03,1.339829476248477480e-02,3.288672350791717325e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484134093568e+18,2.436053593179049806e-03,1.705237515225335038e-02,3.166869671132764574e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484144093440e+18,4.872107186358099612e-03,1.218026796589524903e-02,3.288672350791717325e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484154093568e+18,9.744214372716199224e-03,7.308160779537149418e-03,3.045066991473812518e-02,1.532858880000000090e-01,0.000000000000000000e+00,9.503725056000000393e+00
1.691117484164093440e+18,4.872107186358099612e-03,4.872107186358099612e-03,2.923264311814859767e-02,4.598576639999999993e-01,-3.065717760000000180e-01,9.503725056000000393e+00
1.691117484174093568e+18,-1.218026796589524903e-03,8.526187576126675188e-03,1.948842874543239845e-02,4.598576639999999993e-01,0.000000000000000000e+00,9.503725056000000393e+00
1.691117484184093440e+18,0.000000000000000000e+00,6.090133982947624515e-03,3.166869671132764574e-02,4.598576639999999993e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484194093568e+18,3.654080389768574709e-03,9.744214372716199224e-03,3.775883069427527633e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484204093440e+18,6.090133982947624515e-03,9.744214372716199224e-03,2.557856272838002556e-02,1.532858880000000090e-01,0.000000000000000000e+00,9.657010944000001373e+00
1.691117484214093568e+18,0.000000000000000000e+00,1.218026796589524903e-02,3.532277710109622132e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484224093440e+18,2.436053593179049806e-03,6.090133982947624515e-03,3.288672350791717325e-02,6.131435520000000361e-01,-1.532858880000000090e-01,9.350439168000001189e+00
1.691117484234093312e+18,-1.218026796589524903e-03,1.218026796589524903e-02,2.923264311814859767e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484244093440e+18,1.096224116930572499e-02,8.526187576126675188e-03,2.801461632155907364e-02,1.532858880000000090e-01,0.000000000000000000e+00,9.657010944000001373e+00
1.691117484254093312e+18,-2.436053593179049806e-03,1.096224116930572499e-02,2.314250913520097402e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484264093440e+18,8.526187576126675188e-03,1.339829476248477480e-02,3.532277710109622132e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.350439168000001189e+00
1.691117484274093312e+18,1.218026796589524903e-03,7.308160779537149418e-03,2.070645554202192595e-02,4.598576639999999993e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484284093440e+18,3.654080389768574709e-03,8.526187576126675188e-03,2.801461632155907364e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484294093312e+18,2.436053593179049806e-03,1.218026796589524903e-02,2.679658952496954960e-02,4.598576639999999993e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484304093440e+18,0.000000000000000000e+00,1.705237515225335038e-02,3.288672350791717325e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484314093312e+18,-4.872107186358099612e-03,4.872107186358099612e-03,3.654080389768574882e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484324093696e+18,7.308160779537149418e-03,7.308160779537149418e-03,3.288672350791717325e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484334093568e+18,8.526187576126675188e-03,2.436053593179049806e-03,3.654080389768574882e-02,1.532858880000000090e-01,0.000000000000000000e+00,9.503725056000000393e+00
1.691117484344093440e+18,-8.526187576126675188e-03,7.308160779537149418e-03,3.897685749086479690e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.657010944000001373e+00
1.691117484354093568e+18,7.308160779537149418e-03,7.308160779537149418e-03,2.436053593179049806e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484364093440e+18,0.000000000000000000e+00,7.308160779537149418e-03,3.410475030450670075e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.350439168000001189e+00
1.691117484374093568e+18,-9.744214372716199224e-03,1.096224116930572499e-02,2.557856272838002556e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484384093440e+18,0.000000000000000000e+00,1.705237515225335038e-02,3.410475030450670075e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484394093568e+18,0.000000000000000000e+00,6.090133982947624515e-03,3.288672350791717325e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484404093440e+18,0.000000000000000000e+00,6.090133982947624515e-03,3.288672350791717325e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.350439168000001189e+00
1.691117484414093568e+18,-1.218026796589524903e-03,1.339829476248477480e-02,2.923264311814859767e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484424093440e+18,6.090133982947624515e-03,1.339829476248477480e-02,2.557856272838002556e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484434093568e+18,-1.218026796589524903e-02,4.872107186358099612e-03,3.410475030450670075e-02,1.532858880000000090e-01,0.000000000000000000e+00,9.657010944000001373e+00
1.691117484444093440e+18,0.000000000000000000e+00,1.339829476248477480e-02,3.897685749086479690e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484454093568e+18,-1.218026796589524903e-03,9.744214372716199224e-03,3.045066991473812518e-02,-1.532858880000000090e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691117484464093440e+18,7.308160779537149418e-03,1.218026796589524903e-02,3.775883069427527633e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691117484474093312e+18,0.000000000000000000e+00,7.308160779537149418e-03,3.288672350791717325e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.657010944000001373e+00
