# timestamp, x, y, z, qw, qx, qy, qz
1.691117558744970496e+18,-9.891828089787979561e-01,-1.376468200312207291e+00,3.646296446732768537e-01,9.994955072181017641e-01,1.127029745699054467e-03,-4.985264565660341152e-03,-3.134657863295909480e-02
1.691117558745107200e+18,-9.891859181788464905e-01,-1.376472072241822442e+00,3.646414724352038395e-01,9.994962238177341751e-01,1.136652509167347539e-03,-4.939345135276163902e-03,-3.133064737278690171e-02
1.691117558745946112e+18,-9.891907167494216058e-01,-1.376480952244473865e+00,3.646226477801592369e-01,9.994958467437332628e-01,1.102859161200781543e-03,-4.928572681483279518e-03,-3.134557728008439959e-02
1.691117558754528000e+18,-9.891979286098272484e-01,-1.376481983445887236e+00,3.646070057831120592e-01,9.994976242125455101e-01,1.083777170900083542e-03,-4.900885967122848609e-03,-3.129386421102931665e-02
1.691117558764167680e+18,-9.891906411470595684e-01,-1.376480696466369613e+00,3.646021996440283464e-01,9.994965386830803045e-01,1.059379081019119631e-03,-4.941488249486148711e-03,-3.132297192771814343e-02
1.691117558779345152e+18,-9.891820808427082001e-01,-1.376486731693894461e+00,3.646016515053077667e-01,9.994987813303116697e-01,1.093866237656169896e-03,-4.893231470729509681e-03,-3.125773282965250283e-02
1.691117558783330304e+18,-9.891708593876575861e-01,-1.376490063756285798e+00,3.646113105488199002e-01,9.994981600680420408e-01,1.079159347251895532e-03,-4.914173593779936657e-03,-3.127481948136723311e-02
1.691117558793298688e+18,-9.891652995444203400e-01,-1.376479028691008910e+00,3.646142747421843300e-01,9.994961616266365700e-01,1.137571159991394030e-03,-4.998991045881585361e-03,-3.132313703956812051e-02
1.691117558804879360e+18,-9.891719151144527933e-01,-1.376478465693165676e+00,3.646472462560895744e-01,9.994962967874797544e-01,1.107173594821797427e-03,-4.860283302690227882e-03,-3.134173768256375697e-02
1.691117558814200320e+18,-9.891828829918088983e-01,-1.376474121508890924e+00,3.646385293744442979e-01,9.994962637822586426e-01,1.146219719049513261e-03,-4.949323025133734767e-03,-3.132744910225310209e-02
1.691117558824792064e+18,-9.891884537722444026e-01,-1.376478909156030772e+00,3.646257916668150800e-01,9.994960258590673829e-01,1.142739579136015657e-03,-5.027040497420588207e-03,-3.132279205342596712e-02
1.691117558834076416e+18,-9.891971456245800542e-01,-1.376467190340997737e+00,3.646087533586551688e-01,9.994949319283541467e-01,1.129250356734650546e-03,-5.030002660822541216e-03,-3.135769309752775569e-02
1.691117558843973888e+18,-9.891919869207550509e-01,-1.376490662229328921e+00,3.645965284587409649e-01,9.994972520046769837e-01,1.138668460018794773e-03,-5.014372015319846533e-03,-3.128582334747458116e-02
1.691117558854268416e+18,-9.891826937358324523e-01,-1.376484960176392658e+00,3.646139011692673404e-01,9.994967229865523439e-01,1.047643914789217695e-03,-4.884266574610885737e-03,-3.132646040329471748e-02
1.691117558863018240e+18,-9.891853737393084822e-01,-1.376483385077212684e+00,3.646052741403232877e-01,9.994972731267169896e-01,1.067787415538295559e-03,-4.924897559481390165e-03,-3.130185659543004845e-02
1.691117558872601856e+18,-9.891861813464251085e-01,-1.376480143817616408e+00,3.645970111733931596e-01,9.994967698492461805e-01,1.109948912575794153e-03,-4.997104715354251138e-03,-3.130501587283323478e-02
1.691117558885007872e+18,-9.891928193290038251e-01,-1.376469417611811519e+00,3.646325652781164384e-01,9.994969030120521847e-01,1.083969894288038536e-03,-4.875367551783083876e-03,-3.132086636445034072e-02
1.691117558895010304e+18,-9.891880039797228408e-01,-1.376472250177338763e+00,3.646426764428505329e-01,9.994969319176899569e-01,1.062492863753920986e-03,-4.881743791587956662e-03,-3.131968667775249238e-02
1.691117558904477184e+18,-9.891977023847299266e-01,-1.376464871005262047e+00,3.646223657421248099e-01,9.994951677313665961e-01,1.161742148835786257e-03,-5.008525744442494411e-03,-3.135242744500345985e-02
1.691117558913916672e+18,-9.891975931514515041e-01,-1.376469441589422749e+00,3.646335763230003080e-01,9.994953863311979436e-01,1.117139477651652238e-03,-4.952086711814684961e-03,-3.135604470011298800e-02
1.691117558924652032e+18,-9.891947992143179658e-01,-1.376475395860239814e+00,3.646423182450498346e-01,9.994967568243271483e-01,1.149269680686954356e-03,-4.934472252704491524e-03,-3.131394674007476064e-02
1.691117558934410240e+18,-9.891858547821725800e-01,-1.376482390007604639e+00,3.646329907699129014e-01,9.994969352145691710e-01,1.100373596591578199e-03,-4.941334227275828717e-03,-3.130892669328608213e-02
1.691117558944215296e+18,-9.891782248720785153e-01,-1.376491009782096597e+00,3.646219975951289216e-01,9.994976000490942702e-01,1.076804012813074385e-03,-4.933765779397692765e-03,-3.128970988125270164e-02
1.691117558953699072e+18,-9.891845807654336964e-01,-1.376490251673439857e+00,3.646054763991231074e-01,9.994975238558634345e-01,1.085275322968596440e-03,-4.923603893664474374e-03,-3.129345152215795567e-02
1.691117558964997632e+18,-9.891867982985717012e-01,-1.376488122935050518e+00,3.645921652203021335e-01,9.994982028798865548e-01,1.062711657163637130e-03,-4.905346704534297754e-03,-3.127540019758676820e-02
1.691117558975412224e+18,-9.891938513972075020e-01,-1.376472557590833201e+00,3.645921269754141547e-01,9.994979996294582891e-01,1.046442961529368137e-03,-4.893961504090715842e-03,-3.128422661080548783e-02
1.691117558984708608e+18,-9.891909861803817039e-01,-1.376471905427830267e+00,3.646067804364257481e-01,9.994971691583580675e-01,1.096510710946321104e-03,-4.947243366205666959e-03,-3.130065960590674989e-02
1.691117558995115520e+18,-9.891908112358468452e-01,-1.376472212353010427e+00,3.646142918737656502e-01,9.994961451499227989e-01,1.127966996807413949e-03,-5.012939905445213708e-03,-3.132178083064546953e-02
1.691117559004097536e+18,-9.891967274525340637e-01,-1.376477248232604200e+00,3.646430715743871342e-01,9.994965356380576260e-01,1.116625395599922174e-03,-4.955322686062413329e-03,-3.131889481326197849e-02
1.691117559014327552e+18,-9.891894707601196490e-01,-1.376473005855642695e+00,3.646471293756475829e-01,9.994960427284240723e-01,1.116210012696683407e-03,-4.949856549501419067e-03,-3.133680298924446106e-02
1.691117559072994048e+18,-9.891878887731289094e-01,-1.376472426186926779e+00,3.646321794749079470e-01,9.994971156120300293e-01,1.101772766560316086e-03,-4.968187771737575531e-03,-3.129911422729492188e-02
1.691117559073089024e+18,-9.891878862079009904e-01,-1.376472425246980880e+00,3.646321552333035565e-01,9.994971752166748047e-01,1.101749483495950699e-03,-4.968218039721250534e-03,-3.129905462265014648e-02
1.691117559073964032e+18,-9.891878626129474439e-01,-1.376472416601361992e+00,3.646319322591474732e-01,9.994971752166748047e-01,1.101534115150570869e-03,-4.968490917235612869e-03,-3.129849210381507874e-02
1.691117559084340736e+18,-9.891875827973710678e-01,-1.376472314071861547e+00,3.646292879800753228e-01,9.994973540306091309e-01,1.098980428650975227e-03,-4.971733316779136658e-03,-3.129182383418083191e-02
1.691117559094227968e+18,-9.891873161808245607e-01,-1.376472216378725077e+00,3.646267684328675651e-01,9.994975328445434570e-01,1.096547348424792290e-03,-4.974822979420423508e-03,-3.128547221422195435e-02
1.691117559103910400e+18,-9.891883685304917462e-01,-1.376473146057529018e+00,3.646515998147037974e-01,9.994965791702270508e-01,1.098933047614991665e-03,-4.911555442959070206e-03,-3.132503852248191833e-02
1.691117559113202688e+18,-9.892027004181461747e-01,-1.376470138704517510e+00,3.646456727638071604e-01,9.994965791702270508e-01,1.144566456787288189e-03,-4.961864091455936432e-03,-3.131703287363052368e-02
1.691117559123714816e+18,-9.891912658229523592e-01,-1.376481145552021612e+00,3.646455627173187386e-01,9.994971752166748047e-01,1.103521441109478474e-03,-4.927121102809906006e-03,-3.130417317152023315e-02
1.691117559134861568e+18,-9.891950351093110605e-01,-1.376485924332090161e+00,3.646287154146595211e-01,9.994974136352539062e-01,1.103910733945667744e-03,-4.878021311014890671e-03,-3.130511939525604248e-02
1.691117559144990720e+18,-9.891922514329438698e-01,-1.376496833496893224e+00,3.646019077871524017e-01,9.994968771934509277e-01,1.095478539355099201e-03,-4.951960872858762741e-03,-3.131121769547462463e-02
1.691117559154731776e+18,-9.891954002734120177e-01,-1.376488810018426490e+00,3.645992144220127629e-01,9.994961619377136230e-01,1.110714045353233814e-03,-4.913263488560914993e-03,-3.133786097168922424e-02
1.691117559215484928e+18,-9.891913773744711591e-01,-1.376485864889700927e+00,3.646212314882680827e-01,9.994960427284240723e-01,1.168641960248351097e-03,-5.024657119065523148e-03,-3.132202103734016418e-02
1.691117559216424192e+18,-9.891913151720991282e-01,-1.376485819351894735e+00,3.646215719178353409e-01,9.994960427284240723e-01,1.169537659734487534e-03,-5.026379600167274475e-03,-3.132177516818046570e-02
1.691117559217266944e+18,-9.891912593636257300e-01,-1.376485778495005086e+00,3.646218773540080282e-01,9.994960427284240723e-01,1.170341274701058865e-03,-5.027924664318561554e-03,-3.132155537605285645e-02
1.691117559217384192e+18,-9.891912516120103804e-01,-1.376485772820116082e+00,3.646219197780987686e-01,9.994960427284240723e-01,1.170452800579369068e-03,-5.028139334172010422e-03,-3.132152557373046875e-02
