# timestamp, wx, wy, wz, ax, ay, az
1.691119217562564352e+18,-1.218026796589524903e-03,1.705237515225335038e-02,3.654080389768574882e-02,3.065717760000000180e-01,-3.065717760000000180e-01,9.657010944000001373e+00
1.691119217572564480e+18,9.744214372716199224e-03,4.872107186358099612e-03,2.436053593179049806e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691119217582564352e+18,-1.218026796589524903e-03,1.339829476248477480e-02,2.314250913520097402e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691119217592564224e+18,3.654080389768574709e-03,1.096224116930572499e-02,3.166869671132764574e-02,3.065717760000000180e-01,-3.065717760000000180e-01,9.350439168000001189e+00
1.691119217602564352e+18,2.436053593179049806e-03,7.308160779537149418e-03,3.045066991473812518e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691119217612564224e+18,1.218026796589524903e-03,6.090133982947624515e-03,3.410475030450670075e-02,3.065717760000000180e-01,-3.065717760000000180e-01,9.503725056000000393e+00
1.691119217622564352e+18,-1.218026796589524903e-02,4.872107186358099612e-03,3.654080389768574882e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.657010944000001373e+00
1.691119217632564224e+18,2.436053593179049806e-03,4.872107186358099612e-03,2.801461632155907364e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.503725056000000393e+00
1.691119217642564352e+18,1.096224116930572499e-02,1.705237515225335038e-02,2.801461632155907364e-02,1.532858880000000090e-01,-3.065717760000000180e-01,9.657010944000001373e+00
1.691119217652564224e+18,8.526187576126675188e-03,1.218026796589524903e-02,3.288672350791717325e-02,0.000000000000000000e+00,-1.532858880000000090e-01,9.503725056000000393e+00
1.691119217662564352e+18,0.000000000000000000e+00,1.339829476248477480e-02,3.654080389768574882e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691119217672564224e+18,-4.872107186358099612e-03,1.583434835566382287e-02,3.654080389768574882e-02,3.065717760000000180e-01,-3.065717760000000180e-01,9.657010944000001373e+00
1.691119217682564352e+18,-1.218026796589524903e-03,9.744214372716199224e-03,3.288672350791717325e-02,1.532858880000000090e-01,-3.065717760000000180e-01,9.503725056000000393e+00
1.691119217692564480e+18,0.000000000000000000e+00,1.339829476248477480e-02,2.436053593179049806e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.657010944000001373e+00
1.691119217702564352e+18,-2.436053593179049806e-03,1.339829476248477480e-02,3.775883069427527633e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691119217712564480e+18,3.654080389768574709e-03,1.218026796589524903e-02,3.532277710109622132e-02,4.598576639999999993e-01,-3.065717760000000180e-01,9.503725056000000393e+00
1.691119217722564352e+18,1.218026796589524903e-03,1.218026796589524903e-02,2.923264311814859767e-02,1.532858880000000090e-01,-1.532858880000000090e-01,9.503725056000000393e+00
1.691119217732564480e+18,-1.218026796589524903e-03,1.461632155907429884e-02,2.314250913520097402e-02,3.065717760000000180e-01,-1.532858880000000090e-01,9.503725056000000393e+00
